company_id,company,industry,confidence,reason,postings,example_titles,example_roles,example_queries
573,Jostens,Media / Entertainment,medium,Sales analytics in marketing.,2,Sales Analytics Manager; Corporate Financial Reporting Analyst,Analytics Manager; Reporting Analyst,analytics manager; reporting analyst
574,"Judge Group, Inc.",Consulting / Professional Services,medium,Data analysis in various sectors.,24,Data Analyst; Data Analyst 2; Data Analyst II; Data Scientist,Data Analyst; Data Scientist; Business Analyst; Business Intelligence,data analyst; data scientist; business analyst; business intelligence
575,K-Tek Resourcing LLC,Technology,high,Data analyst role in IT.,1,Guidewire Data Analyst,Data Analyst,data analyst
576,KBR,Government / Public Sector,high,Operations analyst in national security.,1,Operations Analyst,Operations Analyst,operations analyst
577,KIK Consumer Products,Manufacturing,high,Analytics in consumer products.,2,Analytics Manager,Analytics Manager,analytics manager
578,KPG99 INC,Technology,high,Data engineering in IT.,1,Data Engineer,Data Engineer,data engineer
579,Kanshe Infotech,Technology,high,Data engineering in IT.,1,Senior Data Engineer,Data Engineer,data engineer
580,Kapco Career,Media / Entertainment,medium,Digital marketing analytics.,1,Digital Marketing & Analytics Manager,Analytics Manager,analytics manager
581,Kellton,Healthcare,medium,Data science in healthcare.,1,Imaging Data Scientist,Data Scientist,data scientist
582,KellyMitchell Group,Technology,high,Data science role in IT.,2,Data Scientist; Senior Data Scientist,Data Scientist,data scientist
583,Kforce Technology Staffing,Consulting / Professional Services,medium,Data analysis across sectors.,38,Data Analyst; Financial Data Analyst; IT Data Analyst; Data Scientist,Data Analyst; Financial Analyst; Data Scientist; Business Analyst,data analyst; data scientist; business analyst; business intelligence
584,Kingland,Technology,high,Product analyst in IT.,1,Product Analyst,Product Analyst,product analyst
585,Kirkland & Ellis LLP,Finance & Insurance,high,Operations analyst in finance.,1,IT Financial Operations Analyst,Operations Analyst,operations analyst
586,"Knowledge Management, Inc",Technology,high,Data science and engineering.,2,Sr. Data Scientist; Sr. Data Engineer,Data Scientist; Data Engineer,data scientist; data engineer
587,Kodeva LLC,Technology,high,Data analyst role in IT.,1,Data Analyst,Data Analyst,data analyst
588,Kodiak,Transportation / Logistics,high,Product analysis in autonomous vehicles.,1,Senior Product Analyst,Product Analyst,product analyst
589,Koniag Government Services,Government / Public Sector,high,Operations analyst for government services.,1,Operations Analyst,Operations Analyst,operations analyst
590,Krispy Kreme,Other / Unknown,high,Financial analysis in food industry.,1,Financial Reporting Analyst,Financial Analyst,reporting analyst
591,Kymatic Advisors LLC,Finance & Insurance,high,Financial analysis in biotech.,1,Financial Analyst,Financial Analyst,financial analyst
592,Kyra Solutions,Government / Public Sector,high,Business intelligence for government.,1,Business Intelligence Analyst,Business Intelligence,business intelligence
593,L3Harris,Technology,high,Product analysis in engineering.,1,"Senior Specialist, Tactical Product Analyst",Product Analyst,product analyst
594,LV Search Partners,Consulting / Professional Services,medium,Analytics in HR and recruitment.,1,Workforce Analytics Manager,Analytics Manager,analytics manager
595,LaSalle Network,Finance & Insurance,high,Operations analyst in finance.,1,Pricing Operations Analyst,Operations Analyst,operations analyst
596,Labcorp,Healthcare,high,Financial analyst in healthcare.,2,Financial Analyst,Financial Analyst,financial analyst
597,Lake County Schools Consortium,Education,medium,Data analytics in educational support.,1,Data Analytics Manager,Analytics Manager,analytics manager
598,Lake Of The Torches Resort & Casino,Hospitality,medium,Marketing database analysis for resort.,1,Marketing Sr. Database Analyst,Database Role,database analyst
599,LanceSoft Inc.,Technology,high,Business analyst role in IT.,1,Business Analyst,Business Analyst,business analyst
600,"LanceSoft, Inc.",Technology,high,Data analyst role in IT.,1,Data Analyst,Data Analyst,data analyst
601,Launch Potato,Media / Entertainment,high,Digital media company with multiple brands.,1,Lead Analytics Manager,Analytics Manager,analytics manager
602,Leading Path Consulting,Consulting / Professional Services,high,Geospatial data analysis for mission-focused teams.,1,Geospatial Analyst/Database Developer,Database Role,database analyst
603,Ledgent Technology,Technology,high,Focus on data engineering and IT operations.,3,Senior Data Engineer; Senior IT Operations Analyst; HCM Senior Operations Analyst,Data Engineer; Operations Analyst,data engineer; operations analyst
604,Leidos,Government / Public Sector,high,Supports U.S. Department of Justice.,1,Data Analyst,Data Analyst,data analyst
605,"Liberty Personnel, Inc",Consulting / Professional Services,medium,Liaison role between business units.,1,Business Product Analyst,Product Analyst,product analyst
606,Lifekind Health,Healthcare,medium,Focus on health-related data science.,1,Data Scientist,Data Scientist,data scientist
607,Live! Casino·Hotel,Hospitality,high,Casino and hotel marketing analytics.,1,Database Marketing Analyst,Market Research Analyst,database analyst
608,LiveMindz,Technology,high,Data reporting and analytics role.,1,Data & Reporting ANALYST,Reporting Analyst,reporting analyst
609,Lockheed Martin,Other / Unknown,high,Financial analysis for defense contractor.,1,Financial Analyst,Financial Analyst,financial analyst
610,London Approach,Technology,high,Business analyst role in enterprise technology.,1,Business Analyst,Business Analyst,business analyst
611,Lord Abbett,Finance & Insurance,high,Analytics for institutional finance.,2,Institutional Analytics Manager; Compensation Reporting Analyst,Analytics Manager; Reporting Analyst,analytics manager; reporting analyst
612,"Lorven Technologies, Inc.",Technology,high,Data engineering in IT sector.,1,Data Engineering Lead,Data Engineer,data engineer
613,Love & Company,Healthcare,medium,Market research in senior living.,1,Market Research Analyst,Market Research Analyst,market research analyst
614,Luck Companies,Consulting / Professional Services,medium,Sales analytics and market research.,2,"Market Research Analyst; Sales Research Analyst, Columbia SC",Market Research Analyst,market research analyst
615,Lynn Community Health Center,Healthcare,high,Data management in health center.,1,Data and Analytics Manager,Analytics Manager,analytics manager
616,M&T Bank,Finance & Insurance,high,Business analytics in banking.,1,Lead Business Analytics & Reporting Analyst,Business Analyst,reporting analyst
617,M-Team Solutions,Consulting / Professional Services,medium,HR analytics for workforce strategy.,1,HR Data Analyst,Data Analyst,data analyst
618,MANTECH,Government / Public Sector,high,Database roles with security clearance.,2,Senior Database Analyst with Security Clearance; Senior All Source Intelligence Analyst with Security Clearance,Database Role; Other Data/Analytics Role,database analyst
619,MARS IT,Finance & Insurance,medium,Data engineering for insurance firm.,1,Data Engineer,Data Engineer,data engineer
620,MASH Pro Tech,Technology,high,Data analysis in IT sector.,1,Data Analyst,Data Analyst,data analyst
621,MAVLRA CORPORATION,Technology,high,Data engineering in AI-focused team.,1,Data Engineering or,Data Engineer,data engineer
622,MCLAUGHLIN RESEARCH CORP,Energy / Utilities,high,Operations analysis in energy sector.,1,OPERATIONS ANALYST III-RC3 EVG with Security Clearance,Operations Analyst,database analyst
623,MHK TECH INC,Technology,high,Data engineering for cloud-based solutions.,3,Data Engineer; Azure Data Engineer,Data Engineer,data engineer
624,MIGSO-PCUBED,Consulting / Professional Services,medium,Data analytics in engineering and manufacturing.,1,Data Analyst,Data Analyst,data analyst
625,MTech Systems,Technology,high,Product analysis in tech development.,1,Product Analyst,Product Analyst,product analyst
626,MUFG,Finance & Insurance,high,Liquidity reporting in financial services.,2,"AVP, Liquidity Regulatory Reporting Analyst; Liquidity Regulatory Reporting Analyst, AVP",Reporting Analyst; Financial Analyst,reporting analyst
627,MUFG Investor Services,Finance & Insurance,high,Financial reporting in investment management.,1,Financial Reporting Analyst,Financial Analyst,reporting analyst
628,Maagsoft Inc.,Technology,high,Business analysis in IT projects.,1,Business Analyst,Business Analyst,business analyst
629,Maania Consultancy Services,Government / Public Sector,high,Database analysis with security clearance.,2,Database Business Analyst with Secret,Database Role,database analyst
630,Mainz Brady Group,Other / Unknown,medium,Analytics for growth in sales.,1,Analytics Manager,Analytics Manager,analytics manager
631,ManTech International,Government / Public Sector,high,Data science for national security.,4,Data Scientist; Lead Data Scientist; Data Engineer; Senior Data Engineer,Data Scientist; Data Engineer,data scientist; data engineer
632,ManpowerGroup,Technology,high,Data analytics in tech and data management.,12,Data Analyst; Financial Analyst; US; Operations Analyst,Data Analyst; Financial Analyst; Other Data/Analytics Role; Operations Analyst,data analyst; financial analyst; market research analyst; operations analyst
633,Marathon TS Inc,Consulting / Professional Services,high,Business analysis in IT consulting.,1,Business Analyst,Business Analyst,business analyst
634,Mariner Investment Group,Finance & Insurance,high,Operations analysis in hedge fund.,1,Hedge Fund Operations Analyst,Operations Analyst,operations analyst
635,Markon,Government / Public Sector,high,Financial analysis for intelligence community.,1,Budget Execution,Financial Analyst,reporting analyst
636,Marquette Associates,Finance & Insurance,high,Market research in investment consulting.,1,"Research Analyst, Public Equities",Market Research Analyst,market research analyst
637,Marriott International,Hospitality,high,Data engineering for vacation company.,1,"Director, Data Engineering",Data Engineer,data engineer
638,Masis Staffing Solutions,Finance & Insurance,high,Business analysis in financial compliance.,1,Business Analyst,Business Analyst,business analyst
639,Mastech Digital,Technology,high,Data science and engineering in tech.,3,Data Scientist; Data Engineer,Data Scientist; Data Engineer,data scientist; data engineer
640,Matrix-IFS,Technology,high,Data analytics in IT roles.,1,Data Scientists/Business Intelligence Analysts,Other Data/Analytics Role,business intelligence
641,Matthews Asia,Finance & Insurance,high,Research analysis in investment.,10,Emerging Markets Research Analyst,Market Research Analyst,market research analyst
642,Maven Companies,Technology,high,Digital analytics in e-commerce.,1,Adobe Analytics Manager,Analytics Manager,analytics manager
643,"Maxima Technologies, LLC",Technology,high,Lead data analysis in IT.,1,Lead Data Analyst,Data Analyst,data analyst
644,MaximaTek,Technology,high,Lead data analysis in IT.,1,Lead Data Analyst,Data Analyst,data analyst
645,Maxor National Pharmacy Services,Healthcare,high,Business analysis in pharmacy services.,71,"Business Analyst, Pricing and Underwriting",Business Analyst,business analyst
646,"Maxor National Pharmacy Services, LLC",Healthcare,high,Reporting analysis in pharmacy network.,1,Network Reporting Analyst,Reporting Analyst,reporting analyst
647,Mayo Clinic,Healthcare,high,Data engineering in healthcare.,1,Senior Data Engineer,Data Engineer,data engineer
648,"Mayvin, Inc",Government / Public Sector,high,Intelligence analysis for military.,1,Intelligence Analyst,Other Data/Analytics Role,database analyst
649,McLaughlin Research Corporation,Government / Public Sector,high,Operations analysis for large organizations.,1,Operations Analyst Iii-Rc3 Evg,Operations Analyst,database analyst
650,Medasource,Healthcare,high,Product testing in pharmacy services.,1,Product Testing Analyst,Product Analyst,product analyst
651,"Medline Industries, LP",Healthcare,high,Focus on business intelligence in healthcare.,1,Senior Analyst Business Intelligence,Business Intelligence,business intelligence
652,Meet Life Sciences,Healthcare,high,Biotech company hiring business analysts.,11,Business Analyst,Business Analyst,business analyst
653,Meraki7 Inc,Media / Entertainment,high,Company in entertainment industry with data roles.,1,Senior Data Engineer,Data Engineer,data engineer
654,Mercor,Finance & Insurance,high,Financial reporting and analytics roles.,4,Financial Reporting Analyst,Financial Analyst,reporting analyst
655,"Meta Platforms, Inc.",Technology,high,Data roles in a major tech company.,8,"Data Scientist; Data Scientist, Product; Data Scientist, Analytics; Data Engineer",Data Scientist; Data Engineer,data scientist; data engineer
656,Micro1 inc.,Technology,high,Data engineering in an AI research environment.,1,Data Engineer,Data Engineer,data engineer
657,Microsoft,Technology,high,Analytics roles in a tech-focused company.,1,Sr Business Analytics Manager,Analytics Manager,analytics manager
658,Microsoft Corporation,Technology,high,Analytics roles in a tech-focused company.,1,Sr Business Analytics Manager,Analytics Manager,analytics manager
659,Mid-State Technical College,Education,high,Business intelligence in an educational institution.,1,Business Intelligence Analyst,Business Intelligence,business intelligence
660,Mindlance,Finance & Insurance,high,Roles in commercial banking and financial services.,5,Business Data Analyst; Data Scientist; Business Analyst,Business Analyst; Data Scientist,data analyst; data scientist; business analyst
661,Mission Support and Test Services,Government / Public Sector,high,Supports U.S. National Nuclear Security Administration.,1,Principal Database Administrator,Database Role,database analyst
662,"Modern Agile Technologies, LLC",Finance & Insurance,high,Financial analyst roles in finance.,1,Senior Data Engineer,Data Engineer,data engineer
663,Molina Healthcare,Healthcare,high,Healthcare company with data management roles.,1,"Lead Analyst, Configuration Information Management",Other Data/Analytics Role,database analyst
664,Molson Coors,Manufacturing,high,Financial roles in a beverage manufacturing company.,6,Associate Analytics Manager; Financial Analyst; Sr Financial Analyst,Analytics Manager; Financial Analyst,analytics manager; financial analyst
665,Molson Coors Beverage Company,Manufacturing,high,Financial roles in a beverage manufacturing company.,3,Associate Analytics Manager; Financial Analyst,Analytics Manager; Financial Analyst,analytics manager; financial analyst
666,Morgan Stanley,Finance & Insurance,high,Global financial services firm.,2,"Research Analyst, Private Markets",Market Research Analyst,market research analyst
667,Morley,Other / Unknown,medium,Consulting firm with reporting roles.,1,Reporting Analyst,Reporting Analyst,reporting analyst
668,Mortenson,Finance & Insurance,high,Financial analyst roles in finance.,2,Financial Analyst,Financial Analyst,financial analyst
669,Motion Recruitment,Consulting / Professional Services,high,Consulting firm supporting public sector clients.,4,Business Analyst; Data Engineer Cloud and ETL Migration,Business Analyst; Data Engineer,business analyst; data engineer
670,"Motion Recruitment Partners, LLC",Finance & Insurance,high,Financial services company with data roles.,9,Business; GenAI Data Scientist; Business Intelligence Analyst II; Data Engineer,Business Analyst; Data Scientist; Business Intelligence; Data Engineer,data analyst; data scientist; business intelligence; data engineer
671,MotoRad Ltd.,Manufacturing,high,Data analyst in a manufacturing context.,1,Data Analyst,Data Analyst,data analyst
672,Mount Sinai Health System,Healthcare,high,Healthcare system with data roles.,2,Database Analyst III,Database Role,database analyst
673,Movement Search & Delivery,Manufacturing,high,Financial analyst in a manufacturing organization.,1,Senior Financial Analyst,Financial Analyst,financial analyst
674,Mpower Plus Rezolve AI Group LTD,Technology,high,Data engineering in a tech-focused company.,1,Data Engineer,Data Engineer,data engineer
675,Mutually Human,Consulting / Professional Services,high,Business intelligence in a consulting context.,1,Senior Business Intelligence Analyst,Business Intelligence,business intelligence
676,My3Tech,Technology,high,Database modeling in a tech environment.,2,Data Modeler; Database Modeler Services,Database Role,database analyst
677,Myridius,Technology,high,Business analyst role in tech.,1,Business Analyst,Business Analyst,business analyst
678,NANA Regional Corporation,Other / Unknown,medium,Data analyst in a government-related context.,1,Data Analyst,Data Analyst,data analyst
679,NBC Universal,Media / Entertainment,high,Media and entertainment company with financial roles.,4,"Financial Analyst; Sr Product Analyst, S4 Public Cloud; Reporting Analyst",Financial Analyst; Product Analyst; Reporting Analyst,financial analyst; product analyst; reporting analyst
680,NBCUniversal,Media / Entertainment,high,Media company with reporting roles.,2,Reporting Analyst,Reporting Analyst,reporting analyst
681,NCR Atleos,Finance & Insurance,high,Financial services company with product roles.,1,Product Analyst,Product Analyst,product analyst
682,NESC Staffing,Finance & Insurance,high,Financial analyst roles in finance.,1,Financial Analyst,Financial Analyst,financial analyst
683,NLB Services,Finance & Insurance,high,Financial modeling in finance.,1,Senior Data Analyst,Data Analyst,data analyst
684,NRMP,Nonprofit,high,Non-profit organization in medical education.,2,Senior Business Intelligence Analyst; Data Engineer,Business Intelligence; Data Engineer,business intelligence; data engineer
685,Na 'Oiwi Kane,Government / Public Sector,high,Supports Navy programs with database management.,2,Database Management Analyst; Mid Database Management Analyst,Database Role,database analyst
686,Na Oiwi Kane,Government / Public Sector,high,Financial analyst in a government context.,7,Financial Analyst II; Operations Analyst; Database Management Analyst; Mid Database Management Analyst,Financial Analyst; Operations Analyst; Database Role,financial analyst; operations analyst; database analyst
687,Nalley Consulting,Government / Public Sector,high,Network development for government projects.,3,Network Development Analyst,Other Data/Analytics Role,database analyst
688,"Nasscomm, Inc.",Technology,high,Data analyst role in a tech company.,1,Data Analyst,Data Analyst,data analyst
689,Nationwide Energy Partners,Energy / Utilities,medium,Market analyst in energy management.,1,Market Analyst,Market Research Analyst,market research analyst
690,Nava Software Solutions,Technology,high,Data scientist in a tech company.,1,Staff Data Scientist,Data Scientist,data scientist
691,NavaTech LLC,Technology,high,Business analyst role in tech.,1,Business Analyst,Business Analyst,business analyst
692,"Neo Prism Solutions, LLC",Technology,high,Data roles in a tech environment.,2,Data Analyst; Data Engineer,Data Analyst; Data Engineer,data analyst; data engineer
693,Nestortechnologies Inc,Technology,medium,Systems analyst in a tech context.,1,Senior Systems Analyst NATURAL,Other Data/Analytics Role,database analyst
694,Net2Source,Technology,high,Data analyst roles in tech.,2,Data Analyst; Business Data Analyst,Data Analyst; Business Analyst,data analyst
695,NetApp,Finance & Insurance,high,Financial analyst roles in finance.,1,Financial Analyst,Financial Analyst,financial analyst
696,NetworkPedia,Finance & Insurance,high,Financial analyst roles in finance.,1,Financial Analyst,Financial Analyst,financial analyst
697,Neuberger Berman,Finance & Insurance,high,Database roles in financial services.,2,Consultant Database Analyst,Database Role,database analyst
698,Nevada National Security Sites,Government / Public Sector,high,Supports national security with database roles.,1,Principal Database Administrator,Database Role,database analyst
699,Newt Global,Technology,high,Data engineer in a tech company.,1,Data Engineer- PySpark,Data Engineer,data engineer
700,NexTech Solutions,Technology,high,Business intelligence in a tech environment.,1,Business Intelligence Analyst,Business Intelligence,business intelligence
701,"Next Level Business Services, Inc.",Consulting / Professional Services,high,Focus on financial analysis and modeling.,1,Finance Data Analyst,Financial Analyst,data analyst
702,NextGen Global Resources,Technology,high,Involvement in telecom network operations.,1,Senior Business Intelligence Analyst,Business Intelligence,business intelligence
703,Nextgen Information Services,Finance & Insurance,high,Role centered on financial analysis.,1,Financial Analyst,Financial Analyst,financial analyst
704,Nexwave,Technology,high,Data science role in IT.,1,Data Scientist,Data Scientist,data scientist
705,Niktor LLC,Finance & Insurance,high,Accounting and financial analysis focus.,1,Accountant/Financial Analyst,Financial Analyst,financial analyst
706,NinjaTrader,Technology,high,UX research in a tech environment.,1,Sr. UX Researcher,Other Data/Analytics Role,market research analyst
707,Noblis,Government / Public Sector,medium,Financial analysis for government projects.,1,Financial Analyst,Financial Analyst,financial analyst
708,Nodak Insurance Company,Finance & Insurance,medium,Insurance product analysis role.,1,Product Analyst,Product Analyst,product analyst
709,Norstella,Healthcare,high,Market research in healthcare sector.,51,"Senior Analyst, Market Research",Market Research Analyst,market research analyst
710,North Carolina Jobs,Education,high,Teaching role in a high school.,1,CTE Teacher @ J.H. Rose High School,Other Data/Analytics Role,database analyst
711,Northeastern University,Education,high,Market research and teaching roles.,7,Market Research Analyst; Lecturer; Adjunct Faculty,Market Research Analyst; Other Data/Analytics Role,market research analyst; database analyst
712,Northern Bank,Finance & Insurance,high,Reporting and finance roles in banking.,1,Reporting Analyst,Reporting Analyst,reporting analyst
713,Northrop Grumman,Other / Unknown,high,Financial analysis in defense sector.,3,Financial Analyst,Financial Analyst,financial analyst
714,Novalink Solutions LLC,Technology,high,Database analysis in IT.,1,PeopleSoft Database Analyst,Database Role,database analyst
715,Novo Nordisk,Healthcare,high,Analytics in healthcare operations.,1,Data and Analytics Manager,Analytics Manager,analytics manager
716,NuAxis Innovations LLC,Technology,high,Database management in IT.,1,Database Business Analyst,Database Role,database analyst
717,Nukasani Group,Technology,high,Data reporting in IT.,1,Data Reporting Analyst,Reporting Analyst,reporting analyst
718,OP Consulting Group LLC,Technology,high,Data and business analysis in IT.,2,Data Analyst; Business Analyst,Data Analyst; Business Analyst,data analyst; business analyst
719,OPENLANE,Retail / E-commerce,high,Marketing analytics in a digital marketplace.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
720,"OSI Engineering, Inc.",Technology,high,Data analysis for consumer devices.,1,Data Analyst,Data Analyst,data analyst
721,Ocean Bank,Finance & Insurance,high,Analytics in finance sector.,1,Finance Innovation & Analytics Manager,Analytics Manager,analytics manager
722,OhioHealth,Healthcare,high,Financial analysis in health system.,1,Financial Analyst,Other Data/Analytics Role,financial analyst
723,Oklahoma State Government,Government / Public Sector,high,Financial reporting for state government.,1,Financial Reporting Analyst,Financial Analyst,reporting analyst
724,OneMain Financial,Finance & Insurance,high,Analytics in financial services.,2,Quantitative Analytics Manager; Operations Analyst,Analytics Manager; Operations Analyst,analytics manager; operations analyst
725,"OneZero Solutions, LLC",Technology,high,Database analysis in IT.,1,Database Analyst Sr,Database Role,database analyst
726,Openmind Technologies,Technology,high,Data analysis in AI security.,1,Sr. Data Analyst,Data Analyst,data analyst
727,Oppenheimer & Co.,Finance & Insurance,high,Reporting in financial services.,1,Performance and Reporting Analyst,Reporting Analyst,reporting analyst
728,Opto International Inc,Retail / E-commerce,medium,Analytics in retail fixture design.,1,Enterprise Analytics Manager,Analytics Manager,analytics manager
729,OpusClip,Technology,high,Product analysis in AI technology.,1,Product Analyst,Product Analyst,product analyst
730,Oracle,Healthcare,high,Operations analysis in health technology.,18,Program Operations Analyst,Operations Analyst,operations analyst
731,Orion Business Innovations Careers,Technology,high,Business analysis in IT.,1,Business Analyst,Business Analyst,business analyst
732,Oscar,Finance & Insurance,high,Data analysis in investment firm.,1,Senior Data Analyst,Data Analyst,data analyst
733,Oxford Global Resources,Technology,high,Business analysis in IT.,1,Business Analyst,Business Analyst,business analyst
734,P2PSoftTek Inc,Technology,high,Data analysis in IT.,1,Data Analyst,Data Analyst,data analyst
735,PD Inc,Technology,high,Database vulnerability analysis in IT.,1,Senior Database Vulnerability Analyst,Database Role,database analyst
736,PEMCO,Finance & Insurance,high,Analytics in insurance services.,2,Underwriting Analytics Manager; Product Analyst,Analytics Manager; Product Analyst,analytics manager; product analyst
737,PIMCO,Finance & Insurance,high,Market research in finance.,1,"Credit Research Analyst, Energy & Emerging Markets",Market Research Analyst,market research analyst
738,PJM,Technology,high,Application development in IT.,1,Application Developer I,Other Data/Analytics Role,database analyst
739,"PMO Partners, LLC",Technology,high,Business analysis in IT.,1,Business Analyst,Business Analyst,business analyst
740,PNC Financial Services Group,Finance & Insurance,high,Data science in financial services.,6,Data Scientist Lead; GenAI Data Scientist; Data Scientist Sr; Data Engineer,Data Scientist; Data Engineer,data scientist; data engineer
741,PROCYON Technostructure,Technology,high,Business analysis in IT.,1,BUSINESS ANALYST,Business Analyst,business analyst
742,PSEG,Energy / Utilities,medium,Reporting in energy sector.,1,SEC Reporting Analyst,Reporting Analyst,reporting analyst
743,PTR Global,Technology,high,Data analysis in IT.,2,Data Analyst IV; Data Scientist,Data Analyst; Data Scientist,data analyst; data scientist
744,Pacer Group,Technology,high,Business analysis in IT.,1,Business Analyst,Business Analyst,business analyst
745,Pacific Life,Finance & Insurance,high,Market research in finance.,1,Senior Market Research & Customer Insights Analyst,Market Research Analyst,market research analyst
746,"Paladin Consulting, Inc.",Technology,high,Product analysis in IT.,1,Jr Product Analyst- INTERVIEW,Product Analyst,product analyst
747,Palmer Group,Technology,high,Operations analysis in IT.,1,Computer Operations Analyst,Operations Analyst,operations analyst
748,Palmer Square Capital Management LLC,Finance & Insurance,high,Operations analysis in investment management.,1,Operations Analyst,Operations Analyst,operations analyst
749,Palo Alto Networks,Technology,high,Market research in tech.,1,Senior Analyst Relations Manager,Other Data/Analytics Role,market research analyst
750,PaloAlto Networks,Technology,high,Financial analysis in tech.,1,AI Financial Analyst,Financial Analyst,financial analyst
751,Panasonic North America,Manufacturing,high,Known for electronics and manufacturing products.,2,Financial Analyst,Financial Analyst,financial analyst
752,Pape Material Handling Inc,Transportation / Logistics,high,Focus on material handling and operations.,1,Operations Analyst,Operations Analyst,operations analyst
753,Parkland Center for Clinical Innovation,Healthcare,high,Works with clinical data and healthcare insights.,1,Senior Data Scientist,Data Scientist,data scientist
754,Patriot Talent Solutions,Consulting / Professional Services,medium,Supports technology portfolio management.,1,Business Analyst,Other Data/Analytics Role,business analyst
755,Penn Medicine,Healthcare,high,Part of an academic medical center.,2,Data Scientist PennDnA; Data Engineer,Data Scientist; Data Engineer,data scientist; data engineer
756,Penna Lumbermens Mut Ins Co,Finance & Insurance,medium,Involved in regulatory and product analysis.,1,Regulatory Product Analyst,Product Analyst,product analyst
757,Pennsylvania State Employees Credit Union,Finance & Insurance,high,Credit union focused on financial services.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
758,Penske,Transportation / Logistics,high,Part of logistics and transport operations.,1,Financial Analyst,Financial Analyst,financial analyst
759,Penske Truck Leasing,Transportation / Logistics,high,Involved in truck leasing and logistics.,3,Staff Data Scientist; Manager; Remarketing Financial Analyst,Data Scientist; Data Engineer; Financial Analyst,data scientist; data engineer; financial analyst
760,People Tech Group,Technology,high,Focus on data engineering and cloud services.,1,Data Engineer,Data Engineer,data engineer
761,Peraton,Government / Public Sector,high,Supports national security missions.,1,Data Visualization/Report Analyst with Security Clearance,Reporting Analyst,reporting analyst
762,Perkins&Will,Consulting / Professional Services,high,Provides market research for strategic decisions.,1,Senior Market Research Analyst,Market Research Analyst,market research analyst
763,Pet Paradise,Other / Unknown,medium,"Pet care services, not easily classified.",1,Operations Reporting Analyst,Reporting Analyst,reporting analyst
764,Petadata,Finance & Insurance,medium,Business analyst role in finance domain.,1,Business Analyst,Business Analyst,business analyst
765,Peterson Technology Partners,Technology,high,Focus on data engineering and analytics.,1,Sr. Data Engineer,Data Engineer,data engineer
766,Philadelphia Gas Works,Energy / Utilities,medium,Works with gas utility data.,1,Business Intelligence Developer,Business Intelligence,business intelligence
767,Philadelphia Insurance Companies,Finance & Insurance,high,Insurance company focused on property/casualty.,1,Reporting Analyst II,Reporting Analyst,reporting analyst
768,Phillip Capital Inc.,Finance & Insurance,high,Broker dealer operations in finance.,1,Broker Dealer Operations Analyst,Operations Analyst,operations analyst
769,Photon Group,Technology,high,Product analyst role in technology.,1,Lead Product Analyst,Product Analyst,product analyst
770,Phyton Talent Advisors,Finance & Insurance,medium,Operations in futures and options.,1,Futures & Options Operations Analyst,Operations Analyst,operations analyst
771,Pitney Bowes,Technology,high,Focus on analytics and technology solutions.,2,RevOps Analytics Manager,Analytics Manager,analytics manager
772,Pleasant Prairie Logistics,Transportation / Logistics,high,Logistics company managing transport operations.,1,Operations Analyst,Operations Analyst,operations analyst
773,Polaris Industries,Manufacturing,medium,Involved in product manufacturing and operations.,1,Operations Analyst,Operations Analyst,operations analyst
774,PolarisGov,Energy / Utilities,medium,Market research in energy sector.,1,Market Research Analyst,Market Research Analyst,market research analyst
775,Prabhav Services Inc,Technology,high,Business analyst role in IT.,1,Business Analyst,Business Analyst,business analyst
776,Precision Resources,Technology,high,Data engineering role in IT.,1,Data Engineer,Data Engineer,data engineer
777,Prescient Edge,Government / Public Sector,high,Supports federal government clients.,6,Operations Analyst with Security Clearance; Sr. GEOINT Analyst/Web Developer with Security Clearance; Mid Counterterrorism Research Analysis Support (Targeting Analys with Security Clearance; Mid Research Analysis Support with Security Clearance,Operations Analyst; Other Data/Analytics Role,operations analyst; database analyst
778,Prestige Staffing,Consulting / Professional Services,medium,Consulting services in data and analytics.,2,Business Analyst; Senior Data Engineer,Business Analyst; Data Engineer,business analyst; data engineer
779,Prime Therapeutics,Healthcare,high,Pharmacy benefit management services.,42,Product Analyst,Product Analyst,product analyst
780,"ProSidian Consulting, LLC",Consulting / Professional Services,medium,Compliance reporting in consulting.,1,Compliance Reporting Analyst,Reporting Analyst,reporting analyst
781,Procter & Gamble,Other / Unknown,medium,Focus on consumer products and data.,1,Data Scientist,Data Scientist,data scientist
782,Promantis Inc,Technology,high,Data engineering in IT.,2,Data Engineer; Data Engineer with Python,Data Engineer,data engineer
783,Propelling Tech,Technology,high,Data management in technology sector.,1,Data & Analytics Manager,Analytics Manager,analytics manager
784,Prosum,Technology,high,Data analytics and engineering roles.,2,Sr. Data Analyst; Senior Data Engineer,Data Analyst; Data Engineer,data analyst; data engineer
785,Providence,Healthcare,high,Reporting analyst in healthcare.,1,Reporting Analyst,Reporting Analyst,reporting analyst
786,Provision People,Technology,high,Database analyst role in IT.,2,Database Analyst,Database Role,database analyst
787,Prudential Financial,Finance & Insurance,medium,Security analyst in financial services.,1,"Lead, Security Analyst",Database Role,database analyst
788,Public Consulting Group,Consulting / Professional Services,high,Public sector solutions implementation.,35,Operations Analyst 2; Sr HR Reporting Analyst,Operations Analyst; Reporting Analyst,operations analyst; reporting analyst
789,Public Storage,Real Estate,high,Self-storage facility operations.,1,Financial Analyst,Financial Analyst,financial analyst
